62,57
125,236
201,175
376,79
377,15
380,228
387,89
391,28
392,47
397,193
398,84
399,201
400,172
403,39
404,180
405,188
407,14
408,104
409,735
410,29
411,736
413,42
414,81
415,192
420,30
421,32
422,53
423,40
424,66
425,80
426,92
427,16
428,185
429,20
431,3
432,1
433,2
434,4
435,5
439,194
440,85
442,11
443,27
444,26
445,78
450,95
451,13
453,23
455,122
457,43
458,82
459,18
462,52
464,125
465,232
468,252
469,524
470,93
473,22
474,55
475,56
486,214
